strategy,net_sharpe,stress_sharpe,extreme_sharpe,ann_return,ann_vol,max_drawdown,calmar,es_5,hit_rate,avg_turnover,avg_switch,n_months,ff6_alpha_ann,ff6_alpha_tstat,ff6_r2,avg_repair_budget,avg_active_repair_weight,avg_ew_exposure,avg_full_ew_weight,avg_low_coverage_ew_weight,robustness_type,robustness_value
cluster_shrink_5,0.9968654160176498,0.9192094646020376,0.790134606292645,0.03861210179150465,0.03873351524798109,-0.08448907355636326,0.45700704441677,-0.025194766793480206,0.7040572792362768,0.13757921603669257,0.11740049530713145,419,0.022799514952681153,5.667291662555804,0.7199706796183261,0.5964227333310353,0.5823435045828035,0.44409609729808125,0.4261948584728824,0.1042334226526731,shrink_lambda,5.0
cluster_shrink_10,0.9965332669450273,0.9172737399745671,0.7855447801967513,0.03897590769668313,0.039111496815522964,-0.08566693029770622,0.45497028504739984,-0.025417158604143366,0.6968973747016707,0.14249168480380928,0.11740049530713145,419,0.02308957336124719,5.622453906808045,0.7133435558421575,0.6219263052409729,0.601028086117942,0.4597844701655125,0.44129955709642005,0.10783700856672913,shrink_lambda,10.0
cluster_shrink_20,0.9912309662264072,0.9103877029274078,0.7760340213448526,0.03943214574533127,0.039780986560022956,-0.08735799656103194,0.45138564639337087,-0.025837391745471665,0.6992840095465394,0.1486919345539127,0.11740049530713145,419,0.023405050186705845,5.535535517282674,0.706150009488796,0.6472702464741059,0.6242534731873274,0.4795731614843575,0.4603400490763209,0.1118650764152143,shrink_lambda,20.0
cluster_shrink_40,0.9814522351439713,0.8992559616170811,0.7626546232290279,0.03993219078138033,0.04068684073608798,-0.08931301675531023,0.44710381792143533,-0.026415776836813308,0.6992840095465394,0.1555463095277679,0.11740049530713145,419,0.02370798642040023,5.418264800945914,0.6994843526875021,0.6699098653224351,0.6496501231244062,0.5014014042556402,0.48133693799837135,0.1159163564477871,shrink_lambda,40.0
cluster_shrink_80,0.9704263651239133,0.8872243701920306,0.7489488797263929,0.040397290178812106,0.0416283930761236,-0.09109752851477637,0.4434510006740689,-0.02702128252010074,0.7016706443914081,0.16190687676007823,0.11740049530713145,419,0.023967383040378258,5.300627114123186,0.694078194628559,0.6879637251539731,0.6731420446569706,0.5216649687204864,0.5008271741291065,0.11946890182237527,shrink_lambda,80.0
cluster_n_6,0.9594847055419192,0.8827086240864225,0.7550789491671457,0.038726354894966786,0.04036161772176874,-0.08998806759087974,0.4303498889545183,-0.026322006262772417,0.6897374701670644,0.14259098699243114,0.11740049530713145,419,0.022632396482504234,5.269817916973416,0.7097021745539911,0.6256355534822338,0.5915224035922884,0.45067926798763885,0.4321661222553472,0.10357569304891695,n_clusters,6.0
cluster_n_8,0.9912309662264072,0.9103877029274078,0.7760340213448526,0.03943214574533127,0.039780986560022956,-0.08735799656103194,0.45138564639337087,-0.025837391745471665,0.6992840095465394,0.1486919345539127,0.11740049530713145,419,0.023405050186705845,5.535535517282674,0.706150009488796,0.6472702464741059,0.6242534731873274,0.4795731614843575,0.4603400490763209,0.1118650764152143,n_clusters,8.0
cluster_n_10,0.9959868571498685,0.9146973404867509,0.7795972982104656,0.039599147362537446,0.03975870472413159,-0.08719181254663444,0.4541613048972676,-0.025746988850896418,0.6992840095465394,0.14954850666576733,0.11740049530713145,419,0.02367575918925808,5.550953614282316,0.7008271660137485,0.6591246203077762,0.627065291839743,0.48174651001721824,0.46243771552082474,0.11358825648353141,n_clusters,10.0
cluster_n_12,0.9940561228085787,0.9129151986877226,0.7780527315714624,0.03961840975320419,0.03985530479030442,-0.0876570891527042,0.45197040120949494,-0.025795919605737926,0.6992840095465394,0.14971313399872935,0.11740049530713145,419,0.023672538142541846,5.533015545079215,0.6997398728168469,0.6681647802814551,0.6283284328295199,0.48285636819164957,0.4634852800517227,0.11381546076234053,n_clusters,12.0
